,tweet,sentiment,score,location,hashtags
15,"Of His Excellency’s @user @user and The Entire PDP Family. For Nigeria To Work Again, We Must Speak With One ☝️Voice In 2023 To Ensure Victory For  As One ☝️ We Can Get It Done ✅    ",positive,0.7980891466140747,Abuja,AtikuOkowa AtikuOkowa2023 RecoverNigeria RecoverOndoWithPDP VotePDP
16,@user Go and sit down with your baseless information. Come 2023 AtikuOkowa will rule this country.,neutral,0.49976348876953125,Nigeria,
17,Ondo State. Get ready to receive the  team tomorrow.    http,neutral,0.6389312148094177,"Makurdi, Nigeria",rescueNigeria AtikuOkowa2023 WeWantPDPBack2023 AtikuOrganisingForAction
18,"08  You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can    http",positive,0.6732228994369507,,AtikuOrganizingForAction RecoverNigeria AtikuOkowa2023 AtikuInOndo
19,"08  You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can    http",positive,0.6732228994369507,,AtikuOrganizingForAction RecoverNigeria AtikuOkowa2023 AtikuInOndo
20,@user @user @user Opposition isn't madness. We give credible alternative and solutions That embodies .   ,neutral,0.6592369079589844,,Atiku4SURE AtikuOkowa2023 PDP PDP
21,     http,neutral,0.572834849357605,"Abuja, Nigeria",AtikuOkowainOndo OndoisPDP VotePDP AtikuOkowa2023 AtikuKawai
22, in Ondo tomorrow✔️✔️✔️ http,neutral,0.9023969173431396,"Lagos, Nigeria",AtikuOkowa2023
23,": As part of final preparations for the Presidential Campaign Rally Tomorrow, the @user National Publicity Secretary, Hon. @user the NOS and PCC Director of Field Operations, Hon Umar Bature, other leaders and stakeholders of the party in… http",neutral,0.9435738921165466,"Abuja, Nigeria.",AtikuOkowa2023
24,Atiku is coming 2023 the good man for the job   http,positive,0.7905732989311218,,AtikuOrganizingForAction AtikuOkowa2023
25,I AM SOMETHING AND I AM THE FATHER OF ALL LIARS. WHO AM I ? @user 🤣😂GOD FORBID WHAT A MAN CAN DO TO HIS DISTANT RELATIVE FOR STOMACH INFRASTRUCTURE.  OMOKRI IS A BIG DISAPPOINTMENT TO ENGLISH LANGUAGE😂🤣     http,negative,0.8013486266136169,,RENO RenosNuggets ObiDatti2023 Obidients AtikuOkowa2023 ميقا
26,@user  http,neutral,0.7003465294837952,"Gusau, Nigeria",AtikuOkowa2023
27,": Coming to us Live at MKO Abiola Democracy Park, Akure, Ondo State, venue of the @user Presidential Campaign Rally, scheduled for Tomorrow Wednesday, November 30, 2022. As One, We Can Get It Done. Come…Let’s  Together. http",positive,0.7425227761268616,"Lagos, Nigeria",AtikuOkowa2023 RecoverNigeria
28,"different security agencies are on ground at the MKO Abiola Democracy Park, in Akure, Ondo State. As One, We Can Get It Done. Come…Let’s  Together.   ",positive,0.6098649501800537,Sokoto Nigeria,RecoverNigeria WeWantPDPBack AtikuOrganizingForAction AtikuOkowa2023
29, http,neutral,0.451726496219635,Kano state ,AtikuOkowa2023
30,@user @user This Dafty that is politically useless ,negative,0.8965884447097778,,AtikuOkowa2023
31,  http,neutral,0.514354407787323,"Kano, Nigeria",AtikuOkowa2023 Atikukawai
32,The Next Election Is About Choice And People Have Made This Bold Step In Chosing  Because They Have Nigeria And Nigerians At Heart As Such They Sat And Brought About The Plan To   http,neutral,0.6876857280731201,Port Harcourt,AtikuOkowa2023 RecoverOndoWithAtiku RecoverNigeria
33,Ondo State. Get ready to receive the  team tomorrow.    http,neutral,0.6389312148094177,,rescueNigeria AtikuOkowa2023 WeWantPDPBack2023 AtikuOrganisingForAction
34,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
35,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
36,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
37,"As we forge ahead, let's remain steadfast in support for the PDP at all levels as this is the only party with real solutions, and experienced leadership guaranteed to improve the lives of Nigerians. VOTE AtikuOkowa VOTE PDP  http",positive,0.8687728047370911,Niger,AtikuOrganizingForAction
38,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
39,"Operations Restore,Reset and RecoverNigeria with AtikuOkowa will be In Akure Ondo State Tomorrow for its Mega Rally,PDP is the only party that can bring solutions to Nigeria current problems,because its candidate is capable and well equiped   http",positive,0.8266661763191223,"Abuja, Nigeria",RecoverOndowithAtiku RecoverNigeria
40,Ondo State. Get ready to receive the  team tomorrow.    http,neutral,0.6389312148094177,,rescueNigeria AtikuOkowa2023 WeWantPDPBack2023 AtikuOrganisingForAction
41," You want Transparency, Transformation, Greater Tomorrow and stop Sentiment among each other to attain one NIGERIA!!! Let's us all Embrace  to  http",positive,0.5007596611976624,Nigeria,AtikuOrganizingForAction AtikuOkowa2023 RecoverNigeria
42,"ONDO Come One, Come All! Wednesday 30th November, 2022, the @user Presidential Rally for  2023. Let's come out in mass to show our support.   http",positive,0.8708343505859375,"Kasuwan-Magani, Kaduna Nigeria",AtikuOkowa RecoverNigeria AtikuInAkure
43," You want Transparency, Transformation, Greater Tomorrow and stop Sentiment among each other to attain one NIGERIA!!! Let's us all Embrace  to  http",positive,0.5007596611976624,Maiduguri Nigeria,AtikuOrganizingForAction AtikuOkowa2023 RecoverNigeria
44,@user This is a political sponsored protest against okowa.. And it is no surprise that you all rally boy's are the ones amplifying the charade. Get use to  Administration.,negative,0.7752313613891602,,AtikuOkowa2023
45,"The venue of the Presidential Campaign Rally, of the Peoples Democratic Party (PDP) scheduled to take place Tomorrow Wednesday, November 30, 2022. AS ONE, WE CAN GET IT DONE.  ",positive,0.7328190803527832,"London, England",AtikuOkowa2023 RecoverNigeria
46,Komai zaka fada akaina sai kayi nidai @user ne zabina kuma insha allah shine alkhairi ga yan Nigeria We move 💯 ,neutral,0.7413272857666016,"Yola north, Adamawa, Nigeria",AtikuOkowa2023
47,"IN PICTURES: The National Organizing Secretary &amp; Director Field Operations For The Presidential Campaign Council Hon Umar Bature with the Advance Team at MKO Abiola Democracy Park, in Akure, Ondo State.   http",neutral,0.9297234416007996,"London, England",AtikuOkowa2023 RecoverNigeria
48,"We remain focused. Nigerian youths will deliver @user Abubakar, in sha Allah.  http",positive,0.7053511142730713,"Katsina, Nigeria",AtikuOkowa2023
49,"  As part of final preparations for the Presidential Campaign Rally Tomorrow, the PDP National Publicity Secretary, http http",neutral,0.9274892807006836,"Bauchi, Nigeria",atikuorganizingforaction AtikuOkowa2023
50,"  As part of final preparations for the Presidential Campaign Rally Tomorrow, the PDP National Publicity Secretary, Hon. @user the NOS and PCC Director of Field Operations, Hon Umar Bature, other leaders and stakeholders... http",neutral,0.9322330951690674,Nigeria,AtikuOrganizingForAction AtikuOkowa2023
51,"The AtikuOkowa Presidential Campaign Rally Train 🚃 🚂 ready for its well-decorated terminal tomorrow, Wednesday, 30th November, 2022 at Akure, Capital City of Ondo State.  http",neutral,0.7082366347312927,"Katsina, Nigeria",AtikuOrganizingForAction
52," You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can    http",positive,0.7685912847518921,Nigeria,AtikuOrganizingForAction RecoverNigeria AtikuOkowa2023 AtikuInOndo
53,  http,neutral,0.514354407787323,Lagos,RecoverNigeria AtikuOkowa2023
54,"Atiku is the man for the job, in 2023. He is ready. Nigeria will be best again.  http",positive,0.9115188717842102,"Abia, Nigeria",AtikuOkowa2023
55,"Gov. Okowa is setting good standard for others to follow. As you can see, we have settled for only world-class equipment because our aim is to set the standard for others to follow.     http",positive,0.7325232028961182,,AtikuOkowa2023 Okowalition Okowalition2023 PDP2023
56,"  As part of final preparations for the Presidential Campaign Rally Tomorrow, the PDP National Publicity Secretary, Hon. Debo Ologunagba, the NOS and PCC Director of Field Operations, Hon Umar Bature, other leaders and stakeholders... http",neutral,0.9313713312149048,Maiduguri Nigeria,AtikuOrganizingForAction AtikuOkowa2023
57,"Okowa government, along with other measures, proved effective and gave Delta the edge in achieving sustainable peace and security.     http",positive,0.8382278680801392,,Okowalition AtikuOkowa2023 PDP2023 Okowalition2023
58," You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can   ",positive,0.7824180722236633,"Biu, Nigeria",AtikuOrganizingForAction RecoverNigeria AtikuOkowa2023 AtikuInOndo
59, will shutdown Ondo tomorrow. Let's anticipate.  http,neutral,0.8022626042366028,"Jos, Nigeria",AtikuOkowa2023 ResetNigeria
60,Let's reward Buhari and the APC National Leader Tinubu by voting against their party in 2023. Vote wisely and vote for AtikuOkowa to  that is the only alternative. http,neutral,0.5780096054077148,Nigeria,RecoverNigeria
61,Ondo PDP is ready to receive the next President and Vice President of the Federal Republic of Nigeria and the entire @user Presidential Campaign train.   http,positive,0.5241111516952515,Ondo Nigeria,RecoverOndo AtikuOkowa2023
62,"All the propaganda and lies said against Gov. Ifeanyi Okowa doesn't bring him down, hence he is getting more love from the people in the state and the country at large.    http",neutral,0.5138673186302185,,OkowaforVP AtikuOkowa2023 Okowalition
63,What we keep anticipating.. Reunite with the man who knows the Job  http,neutral,0.6804004907608032,Nigeria,AtikuOkowa2023
64,"Nigeria are you readyyyyy to rescue yourselves, no one is coming for you , you have to do it yourself. . http",neutral,0.6099336743354797,,AtikuOkowa2023
65,"Come tomorrow Ondo state lits up for HE Alhaji @user , Governor @user and PDP Stalwarts for the presidential rally...  @user @user http",neutral,0.8935211300849915,"United kingdom, Canada , USA",RecoverNigeria AtikuOkowa
66,Tick tock the time going. Gently but surely . http,neutral,0.668237030506134,"Abuja, Nigeria",AtikuOkowa2023
67,Ondo are you ready   http,neutral,0.8003895282745361,,AtikuOrganizingForAction AtikuOkowa2023
68,@user     Ondo is loading only best of us will represent the rest of us,positive,0.6722230315208435,Nigeria,AtikuOrganizingforAction AtikuOkowa2023 WeWantPDPBack RecoverNigeria
69," You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can Recover Nigeria   http",positive,0.813304603099823,,AtikuOrganizingForAction AtikuOkowa2023 AtikuInOndo
70," You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can Recover Nigeria   http",positive,0.813304603099823,,AtikuOrganizingForAction AtikuOkowa2023 AtikuInOndo
71,Ondo State. Get ready to receive the  team tomorrow.    http,neutral,0.6389312148094177,"Makurdi, Nigeria",rescueNigeria AtikuOkowa2023 WeWantPDPBack2023 AtikuOrganisingForAction
72,Yeah.... Guess who's coming to Akure!!! Ondo State is Standing Strong for HE @user    💪 💪 @user @user @user @user @user http,positive,0.828906774520874,Nigeria,OndoForAtiku AtikuInOndo AtikuOkowa2023
73,Ondo state are you ready    As one we can Get it Done http,positive,0.5902167558670044,Some way in Nigeria ,AtikuokowaInOndo OndolsPDP AtikuOkowa2023
74,Be among those that will take Nigeria to greater future Join the team today and   http,positive,0.8802435994148254,"Jos, Nigeria",RecoverNigeria atikuOkowa
75," You are all invited to attend PDP Presidential campaign rally, which is schedule to take place tomorrow 30th November, 2022, time 10:00am, venue MKO Abiola Democracy Park Akure Ondo state. Together we can    http",positive,0.7685912847518921,Maiduguri Nigeria,AtikuOrganizingForAction RecoverNigeria AtikuOkowa2023 AtikuInOndo
76,"@user @user @user @user @user @user @user @user @user @user No matter what they say about our Candidates, we'll still defeat them. .",negative,0.6699719429016113,,AtikuOkowa
77,Is youth O'clock   http,neutral,0.8509282469749451,"Kano, Nigeria",Okowalition atikuokowa2023
78,The youth is our future and strengthening and improving the education system is one way to equip them with the tools required to push this nation further. Read more about the campaign by clicking the link in bio    http,positive,0.8275524377822876,Nigeria,Atiku2023 AtikuOkowa2023 RecoverNigeria
79,Ondo State. Get ready to receive the ready men tomorrow.    http,neutral,0.5690898299217224,,AtikuOkowa2023 WeWantPDPBack2023 AtikuOrganisingForAction
80,Reflectiveness and agility of a Trailblazer who sees that every citizens lifes and Property Matters...H.E Alhaji @user takes cognizance for Measures to Curb instability and Conflicts in the Nation. @user @user @user   http,neutral,0.6678861975669861,"United kingdom, Canada , USA",RecoverNigeria AtikuOkowa
81,"@user Please where are all those paid minions, come and rant your mouths lets hear you. Delta State is Hosting the National sports Festival. Okowa finish work here.  ",negative,0.5978831648826599,"Federal Capital Territory, Nig",StrongerDelta AtikuOkowa2023
82,"@user Nigeria's we all should all make it very right coming next year's election by voting massively for only PDP and its presidential candidates .With AA Nigeria will be great again.With AA Standard Electricity,employment,good governance,sense of belonging to all region http",positive,0.8955085277557373,Nigeria,AtikuOkowa2023
83,"@user @user Nigeria come and hear the wonderful good plans of  directly from AA in person.Ondo our savior from the hand of poverty, hardship, insecurity,promise and fail of the APC is coming to ondo.We Dont need a comedian Pres or wrong statistics giving Pres.AA is all we need http",positive,0.6065143942832947,Nigeria,AtikuOkowa2023
84,"@user Nigeria come and hear the wonderful good plans of  directly from AA in person.Ondo our savior from the hand of poverty, hardship,insecurity,promise and fail of the APC is coming to ondo.We don’t need a comedian Pres or wrong statistics giving Pres.AA is all we need http",positive,0.6279980540275574,Nigeria,AtikuOkowa2023
85,"ondo state, Get ready to receive the moving train Atiku Ifeanyi for a better Nigeria. Better don land in ondo state     http",neutral,0.5247548818588257,,RecoverNigeria AtikuOkowa2023 Atikukawai AtikuOrganizingForAction
86,"ondo state, Get ready to receive the moving train Atiku Ifeanyi for a better Nigeria. Better don land in ondo state    http",neutral,0.5229379534721375,"Kaduna state, Nigeria",RecoverNigeria AtikuOkowa2023 Atikukawai
87,"ondo state, Get ready to receive the moving train Atiku Ifeanyi for a better Nigeria. Better don land in ondo state    http",neutral,0.5229379534721375,"Kaduna, Nigeria",RecoverNigeria AtikuOkowa2023 Atikukawai
88,"Dear Nigerians! This is Professor Chike Edozien Delta State Secretariat built by Governor Ifeanyi Okowa’s administration👏🏿 Total Floor Space: 45,000 Square Meters. ✅ 27 Ministries. ✅ 9 Conference Halls. ✅ 5 Business Centers. ✅   http",neutral,0.8389174938201904,"Lagos, Nigeria",StrongerDelta AtikuOkowa2023
89,As e dey hot! Make una vote for better govt come 2023. And the right people na http @Atiku/@IAOkowa     Reno,neutral,0.5515794157981873,"Lagos, Nigeria",AtikuOkowa2023 RecoverNigeria Recover RESETNigeria
90,The count down is ON ⏳ 87 days to the day Atiku Abubakar becomes the President of the Federal republic of Nigeria 87 days to the day a new Nigeria will become reality 87 days to  and restore lost hopes.   http,neutral,0.6339302062988281,"Sokoto, Nigeria",RecoverNigeria AtikuOkowa2023 AtikuOrganizingForAction
91,"Rt. Hon. Sheriff Oborevwori, flanked on the right by Barr. Kingsley Esiso, the State Party Chairman and on the left by Rt. Hon Onoriode Agofure, Ughelli North Candidate for the DTHA at Orogun Ward 1 today.  http",neutral,0.9420782923698425,,AtikuOkowa2023
92,PDP Presidential Campaign Rally Ondo      http,neutral,0.8634181618690491,"Abuja, Nigeria",AtikuOkowaInOndo OndoIsPDP VotePDP AtikuOkowa2023 AtikuKawai
93,"Dele Momodu, Sowore, ex-APC aspirants meet Tuesday http This is a big lie and just a fiction of the imagination of the writer. Let's stop this politics of balabu and blu blu and focus on the task ahead to  with ",negative,0.6566556692123413,"Abuja, Nigeria",RecoverNigeria AtikuOkowa2023
94,Idan Kuka Zaɓi APC Ku Kuka Da Kanku Domin Ba Talaka ne a gabansu ba. Wazirin Adamawa @user Lissafinsa Shine Yadda Talakawa Zasuji Sauƙi rayuwa a Najeriya.      http,neutral,0.8318014740943909,"Sokoto, Nigeria",AtikuIsComing2023 AtikuOkowa2023 atikuorganizingforaction OfficialPDPNig AtikuIsComing
95,@user @user @user Who make he come support??? Your leader????  the best mandate,neutral,0.5310662388801575,,AtikuOkowa
96,By Voting @user and @user We add our Voices to the Chorus that forms Opinions and the Basis for Action to     http,neutral,0.7615811824798584,Nigeria,RecoverNigeria AtikuOkowa2023 AtikuOrganizingForAction BauchiReporter
97,"Your Vote Is Your Right, Let's Work Together And Rescue Our Dear Country With AtikuOkowa Vote PDP 🇮🇹✔ Vote AtikuOkowa 🇮🇹✔  http",neutral,0.542549729347229,"Paiko, Nigeria",AtikuOrganizingForAction
98,The Nigeria of our collective dreams can only achieve by voting those who shares the same vision and ideology with us the common citizens.  is ok 🙏 http,positive,0.744457483291626,Imo,AtikuOkowa
99,The team ready and capable for Unity in Diversity.  http,positive,0.8055620193481445,Maiduguri/Jos,AtikuOkowa2023
100,GIVE THEM A CHANCE The duo of Atikuokowa will transform Nigeria http,positive,0.5920636057853699,lagos,
101,National security will be the first duty of 's government.  http,neutral,0.7530012130737305,"Blue Earth, MN",AtikuOkowa RecoverNigeria
102,They enjoy them to keep on the spirit of oneness and cohesion. @user also emphasized to them the need to entrust @user with another mandate in the forthcoming general elections.   ,positive,0.6559976935386658,Sokoto Nigeria,WeWantPDPBack2023 AtikuOkowa2023 ATIKUORGANIZINGFORACTION
103,@user Now you guys have start bribing Nigerians to get there votes… common man we are in the 21st century why can’t we all grow mentally ne 🤔     ,negative,0.7471583485603333,Nigeria,NigeriaDecides2023 AtikuOkowa2023 rmk2023 BATKSM2023 PeterObi4President2023
104,"  IN PICTURES: The National Organizing Secretary &amp; Director Field Operations For The Presidential Campaign Council Hon Umar Bature with the Advance Team at MKO Abiola Democracy Park, in Akure, Ondo State, the venue of the http",neutral,0.9426853060722351,,AtikuOkowa2023 RecoverNigeria
105," The AtikuOkowa Presidential Campaign Rally Train 🚃 🚂 ready for its well-decorated terminal tomorrow, Wednesday, 30th November, 2022 at Akure, Capital City of Ondo State.   http",neutral,0.7002416253089905,,AtikuInOndo_Loading AtikuInOndo_Loading Okowalition
106,These guys are the Most Qualified and Experienced in the Presidential Race. They are Ready to Lead from Day One and they will Form the Next Government in June 2023.  . http,positive,0.9157909750938416,"Houston, TX",AtikuOkowa2023
107,  with  http,neutral,0.7823244333267212,Gusau,RecoverEconomy RecoverNigeria AtikuOkowa2023
108,"@user My governors first term in office he got 700K+ votes 2nd term 800k+ votes, as the next VP the minimum we will deliver is 1,2M to 1,5m votes, if you like Hallucinate about 1 PO/LP till February my Delta/SS is PDP,Okowa winnable VP slot is our regional interest  http",neutral,0.6755380034446716,"Abuja, Nigeria",AtikuOkowa2023
109,Boxintainment 17th Dec Adesba Hotel Abeokuta        http,neutral,0.906897246837616,Nigeria,apc FIFAWorldCup PDP ObiDatti023 CR7𓃵 AtikuOkowa2023 MMA2022
110,"@user Let me say it here for those day dreaming about Delta state and SS6 states, we will win it 96% for Governor Okowa the next vice president, that’s our regional interest and we will deliver as usual, No body dare us PDP inside Delta state let alone stranger PO/LP  http",positive,0.6365140080451965,"Abuja, Nigeria",AtikuOkowa2023
111," The AtikuOkowa Presidential Campaign Rally train 🚃 🚂 ready for its well-decorated terminal tomorrow, Wednesday, 30th November, 2022 at Akure, Capital City of Ondo State.   http",neutral,0.7233919501304626,,AtikuInOndo_Loading AtikuInOndo_Loading RESETNigeria
112,"“The Only Thing Necessary for the Triumph of Evil Is When Good Men Do Nothing” Flowing From The Above👆Maxim, The Wings Of The Unifier, , Condemns In Entirety The Confiscation Of  Campaign Vehicles By @user As This Is An Invitation To Anarchy. http",neutral,0.49277445673942566,Abuja,AtikuYouthWing AtikuOkowa
113,here we go  http,neutral,0.5738502144813538,under water ,AtikuOkowa2023
114, WE WILL ENSURE SECURITY AND SAFETY OF LIVES AND PROSPERTY....   http,neutral,0.4959013760089874,,AtikuorganaizingForAction RECOVERINNIGERIA ATIKUOKOWA2023
115,": Coming to you Live from the MKO Abiola Democracy Park, Akure, Ondo State, venue of the @user Presidential Campaign Rally, scheduled for Tomorrow Wednesday, November 30, 2022. As One, We Can Get It Done. Come…Let’s  Together. http",positive,0.7295899391174316,"Abuja, Nigeria.",AtikuOkowa2023 RecoverNigeria
116,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
117,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
118,He was accompanied by a high powered delegation of his party's stalwarts and faithfuls. ✍️ Media/Publicity Team    ,neutral,0.6388092637062073,,Solution2023 Youthilize PowerToThePeople AtikuOkowa2023
119,@user targets 1million votes for  ticket in Anambra. The task to  can't be left to political neophytes and unhealthy entitled desperados... Igbo should be wiser than this shenanigans strings they're pulling! http,negative,0.7728491425514221,"Federal Capital Territory, Nig",AtikuOkowa RecoverNigeria
120,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
121,With  Team of Unifier our Economy would bounce back again.   http,positive,0.8455044627189636,,AtikuOkowa RecoverNigeria AtikuKawai
122,@user Vote  and support ,neutral,0.5085304975509644,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
123,@user @user @user @user This politics I believe in  I'll keep sharing the good news.,positive,0.9334031343460083,Nigeria,AtikuOkowa2023
124,"Are y’all saying we should now be scared of making free speech in a democracy because Aisha Buhari and APC are in power? First, assaulting a youth Aminu for speaking his mind is outrightly wrong. Secondly, Hope Uzodinma confiscating  branded campaign vehicles in Imo http",negative,0.8114088177680969,Global Citizen,AtikuOkowa
125,"Ondo is ready to receive the incoming president of the FRN H.E Alhaji @user Abubakar and Vice President Dr Ifeanyi Okowa tomorrow 30th November, 2022.   http",neutral,0.7628543972969055,Ondo Nigeria,AtikuOkowa2023 AtikuInOndo
126,THE RESCUE MISSION UNITY IN DIVERSITY    http,neutral,0.8273047804832458,Some way in Nigeria ,RECOVERINNIGERIA ATIKUOKOWA2023 ATIKUKAWAI
127,The Confiscation Of  Branded Campaign Vehicles In Imo State Stands Condemned And We Call On The State Governor @user To Desist From Actions Capable Of Sabotaging The Tenets Of Democracy In Nigeria. @user @user Should Kindly Do The Needful. 👇 http,neutral,0.7581964135169983,"Federal Capital Territory, Nig",AtikuOkowa
128,THE RESCUE MISSION UNITY IN DIVERSITY    http,neutral,0.8273047804832458,"Zamfara, Nigeria",RECOVERINNIGERIA ATIKUOKOWA2023 ATIKUKAWAI
129,The Confiscation Of  Branded Campaign Vehicles In Imo State Stands Condemned And We Call On The State Governor @user To Desist From Actions Capable Of Sabotaging The Tenets Of Democracy In Nigeria. @user @user Should Kindly Do The Needful. 👇 http,neutral,0.7581964135169983,"Federal Capital Territory, Nig",AtikuOkowa
130,WE WILL ENSURE SECURITY AND SAFETY OF LIVES AND PROSPERTY....    http,neutral,0.4978657066822052,"Zamfara, Nigeria",RECOVERINNIGERIA ATIKUOKOWA2023 ATIKUKAWAI
131,"If you want another 4 years of inflation, poverty, insecurity, and misery, vote for APC but if you want a vibrant, united, secure, and prosperous Nigeria, vote for PDP and AtikuOkowa.  http",neutral,0.48260605335235596,,RecoverNigeria
132,Vote  and support  http,neutral,0.5479639172554016,Nigeria,AtikuAbubakar The300TrillionNairaPrivateSectorInvestmentStrategyForThe2023PDPPresidency
133,This is a Democracy and its quite unfortunate that the APC and Their Imo State Governor Hope Uzodinma has resorted to politics of rascality by seizing the campaign vehicles of the  mandate in Imo state. I condemn this and call on Nigerians to do same. http,negative,0.9289574027061462,"Abuja, Nigeria",AtikuOkowa2023
134,"Every day, people wonder how they will make it through the day. The more promises APC makes to lift Nigerians out of poverty, the worse the situation becomes.  ",negative,0.86769700050354,birnin kudu,AtikuOkowa2023 AtikuOrganizingForAction
135,The confiscation of Atiku branded campaign vehicles stands condemned and we call on the Imo state governor to desist from actions capable of sabotaging the tenets of democracy in Nigeria.  http,negative,0.7363322973251343,"Lagos, Nigeria",AtikuOkowa2023
136,I like the way APC are copying LP styles of campaign. It shows We (PDP) are the only Serious party in this contest to win.  http,positive,0.7680386304855347,"Federal Capital Territory, Nig",AtikuOkowa2023
137,@user AtikuOkowa,neutral,0.7881302833557129,,
138,WE WILL BUILD STRONG AND PROSPEROUS ECONOMY...    http,positive,0.7439570426940918,"Zamfara, Nigeria",RECOVERINNIGERIA AtikuOkowa2023 ATIKUKAWAI
139,"The confiscation of  branded campaign vehicles in Imo state by the state governor Hope Uzodinma stands condemned in it’s entirety. We practice democracy in Nigeria and not autocracy geared towards absolute tyranny. Nigeria must be rescued, recovered and rebuilt. RRR. http",negative,0.5550475120544434,Global Citizen,AtikuOkowa
140,For Nigeria To Be Secured And Safe We Need People Who Have The Zeal.  Is A Sure Game.  Will  http,neutral,0.5459808707237244,Port Harcourt,AtikuOkowa2023 AtikuKawai2023 RecoverNigeria
