,tweet,sentiment,score,location,hashtags
17,"Asiwaju leads other candidates follows. Atiku is meeting with business executives in Lagos, weeks after Asiwaju had met with business leaders in different zones of the country. Asiwaju way ahead by wide margin.  @user ✅",neutral,0.5772413611412048,"Lagos, Nigeria",BAT2023
18,For those asking of the link for the Fund Raising in Support of TINUBU/SHETTIMA 2023 http    @user,neutral,0.9152712225914001,Nigeria ,BATBABES BAT2023 TINUBU2023
19,   why u will not vote apc http,negative,0.6504198312759399,,APC bat2023 NigeriaDecides2023
20,BolaTinubu's running mate Senator Shettima speaking at the ongoing Fund Raising Event in Lagos http,neutral,0.9512220025062561,Nigeria,
21,"@user making a case for not allowing old a&amp; geriatric people to occupy important positions in @user parastatals. It's now a matter of ""looking glass self"" like sociologists will say !   @user @user @user @user @user http",neutral,0.5697947144508362,Abuja | SaoPaulo,BAT2023 ObiDatti2023
22,TRANSPARENT Fund Raising for the Support of TINUBU/SHETTIMA 2023 …. As the Donation drops .. the app displays the name and figure of the donor and also displays the updated Total Sum real time. Some Young people set up this model. 🔥   @user http,neutral,0.6581479907035828,"Lagos, Nigeria",BAT2023 TINUBU2023
23,"PYO, Sanwo, Akeem okunola, Sunday Dare and many all drank from BAT wisdom. Leader wo letunni to dara to bayii?  ",neutral,0.7453320622444153,Africa ,BAT2023 BATKSM2023
24,"Chief Ambrose Ali, Uncle Bọla Ige, Baba Ajasin, baba Jakande all drank from Awos pool of wisdom. They knew him as their leader. Though some betrayed him, But he picked best brains for politics. See daddy Asiwaju Bọla Ahmed Tinubu, Muiz banire, Fashola,   http",neutral,0.5493913292884827,Africa ,bat2023 BATKSM2023
25,"APC Vice-Presidential Candidate, Senator @user just arrived Civic Centre - VI, Lagos for the Unveiling of the Crowd Funding app for the All Progressive Congress, Presidential Campaign 2023.    http",neutral,0.9072223901748657,Nigeria,RenewedHope2023 TinubuShettima BAT2023
26,Bola Tinubu denies relocating Nigeria's capital to Lagos http   http,neutral,0.5014263987541199,Lagos,BolaTinubu Tinubu
27,I'm proudly an APC supporter.  http,positive,0.9178228378295898,,Bat2023
28,@user Am a product of  but Ganduje has kill APC and is still working to kill it again ,negative,0.780485212802887,Nigeria,APC BAT2023
29,"“Tinubu is the builder of the modern Lagos we are all enjoying today. For implementing his vision through character and tenacity, and pushing his ideas to what we can physically see, our candidate is the best choice for the president.” ~ Babajide Sanwoolu   http",positive,0.9097966551780701,"Lagos, Nigeria",SanwoAgain BAT2023
30,"Honestly, you think  is going to aso rock to destroy Nigeria? Let me tell you that he is going there to put in place a legacy that we all would be proud of. And he is better prepared than anybody else in this game through empowering people believes in the same cause. ",positive,0.5439429879188538,Nigeria,BAT BAT2023
31,"The forerunners in the  campaign are a rapacious lot who chose to be silent &amp; ignore the devastations of their people, especially the Far Up Country Progressive Governors whose people are victims of armed banditry, impoverishment &amp; starvation. Do we feed from your crumbs?",negative,0.9255673885345459,"Kaduna, Nigeria",BAT2023
32,KCEE limpopo master is fully BATIFIED and ready to buga anyone about it.  Cc: @user @user @user http,neutral,0.7240779399871826,,BAT2023
33,"“Tinubu is the builder of the modern Lagos we are all enjoying today. For implementing his vision through character and tenacity, and pushing his ideas to what we can physically see, our candidate is the best choice for the president” - Babajide Sanwoolu   http",positive,0.9055252075195312,"Abuja, Nigeria",SanwoAgain BAT2023
34,"“Tinubu is the builder of the modern Lagos we are all enjoying today. For implementing his vision through character and tenacity, and pushing his ideas to what we can physically see, our candidate is the best choice for the president.” ~ Babajide Sanwoolu   http",positive,0.9097966551780701,"Lagos, Nigeria",SanwoAgain BAT2023
35,"“Tinubu is the builder of the modern Lagos we are all enjoying today. For implementing his vision through character and tenacity, and pushing his ideas to what we can physically see, our candidate is the best choice for the president.” ~ Babajide Sanwoolu   http",positive,0.9097966551780701,"Ondo, Nigeria",SanwoAgain BAT2023
36,"“Tinubu is the builder of the modern Lagos we are all enjoying today. For implementing his vision through character &amp; tenacity,and pushing his ideas to what we can physically see,our candidate is the best choice for the president.” ~Gov Sanwoolu    http",positive,0.9112808108329773,🌍 ,SanwoAgain BAT2023 RenewedHope
37,"FOR SALE🏠 5 Bedroom Fully Detached Duplex With Swimming Pool,Gym,Cinema &amp; Bq 💰N490million 📍Lekki Phase 1, Lekki Lagos             http",neutral,0.9255066514015198,"Lagos, Nigeria",BBNaija WCShowmaxPro BAT2023 Qatar2022 FIFAWorldCup WorldcupQatar2022 doggy portable Chioma hookup DontKillSoftDrinks PepsiConfamCapetown
38,So true.      http,positive,0.7137900590896606,Lagos,BAT2023 CITYBOY2023 BATKASH2023 BATKSM2023 BATSHET2023
39,"Nigeria now have the choice of a true democrat to make, If ever the desire for a conscious and people oriented leadership is required, Tinubu/ Shetima is the answer. ° ° °       http",neutral,0.6617855429649353,,CyberMonday Kuda Oyetola BAT2023 FIFAWorldCup NigeriaDecides2023
40,@user @user @user Stop this na Come on Don't give in to despair  ,negative,0.6636670827865601,"Lagos, Nigeria",BAT2023 OURONLYHOPE
41,"In 2014 BolaTinubu lead APCcampaign promising nigeria that your 4yrs in d schl wl be 4yrs, but ASUU were on strike for several months  to $1 is now  fuel 87 to 65 is now 250-260 seriousgovt fix power 6mths power grid collapsed",neutral,0.5164679288864136,Nigeria,1 700
42,Unapologetically  WE WOULD GET MAD WITH YOU A BIT JUST TO MAKE YOU KNOW THE TRUTH GOOD GOVERNANCE WOULD SETTLE YOU ALL  ♾️  http,neutral,0.5967639088630676,"Lagos, Nigeria",BATIFIED BAT2023 RENEWEDHOPE
43,"@user @user @user I got no concern with this government, don't be unfortunate   ",neutral,0.5227680802345276,"Lagos, Nigeria",BAT2023 OURONLYHOPE RENEWEDHOPE
44,@user @user @user @user @user Good governance would settle your miserable acts Wait for it  ,negative,0.5536164045333862,"Lagos, Nigeria",BAT2023 RenewedHope
45,@user @user @user  ,neutral,0.6753536462783813,"Lagos, Nigeria",BAT2023 OURONLYHOPE
46,"As the 2023 general elections approaches, Muslims faithful across Oyo State will on Saturday, 3rd of December, http   ",neutral,0.9272292852401733,"Ibadan, Nigeria",akanran bolatinubu drsheikhamadalfulanny
47,"If truly Peter Obi cares about our economy, he mustn't become president to fix that. Asiwaju Bola Ahmed Tinubu can appoint him as finance minister or cbn governor or whatever. He should just drop his hypocritical ego.  ",negative,0.5738791823387146,Africa Capital,BAT2023 BATKSM2023
48,A choking reminder: The best Peter Obi can get come 2023 is ministerial appointment. He better grabs it with his two hands 👐 ,positive,0.604867160320282,Africa Capital,BAT2023
49,"@user I see this is a tribal way...99% Igbo running around on replies, we will accommodate you all in the next administration No matter how difficult you all claim, good governance will settle you all ",positive,0.5010941624641418,"Lagos, Nigeria",BAT2023
50,@user @user @user Help yourself and see the light beyond just one tweet  ,neutral,0.6056967377662659,"Lagos, Nigeria",BAT2023 OURONLYHOPE
51,"@user YOU ALL WOULD BE DEAD ON HERE BY FEBRUARY... MANY ARE RUNNING CAT FISH ACCOUNTS, OTHERS ON DEAD IDEOLOGIES GULLIBLE LOTS  ",negative,0.8539614081382751,"Lagos, Nigeria",BAT2023 OURONLYHOPE
52,APC PRESIDENTIAL CAMPAIGN COUNCIL DISOWNS STATEMENT IN CIRCULATION ON APOLOGY TO FORMER GOVERNOR DONALD DUKE http  ,neutral,0.7407984137535095,worldwide,RenewedHope2023 BAT2023
53,"Earlier today, the Presidential candidate of All Progressives Congress, Asiwaju Bola Ahmed Tinubu, alongside the Director Special New Media Directorate of the PCC2022, Hon. Femi Fani Kayode, received groups of Artisans &amp; Trade Associations at the PCC Head Office Abuja.  http",neutral,0.941933274269104,,BAT2023
54,"Earlier today, the Presidential candidate of All Progressives Congress, Asiwaju Bola Ahmed Tinubu, alongside the Director Special New Media Directorate of the PCC2022, Hon. Femi Fani Kayode, received groups of Artisans &amp; Trade Associations at the PCC Head Office Abuja.  http",neutral,0.941933274269104,worldwide,BAT2023
55,"Road Upgrade Projects already done under this scheme: - Danmole Road V/I - Ligali Ayorinde V/I - Orofin road, Ajeromi Ifelodun - Adetokunbo Ademola street V/I (awarded to Eko Hotel, 2005) ASIWAJU’s record with Private Sector didn’t start today.  ",neutral,0.7569243311882019,"More Village, Nigeria",BAT2023 TINUBU2023
56,Do You Want To Be Set Free For Life❓ Buy 2 Properties A Year Every Year For The Next 10 Years               http,neutral,0.8332104682922363,"Lagos, Nigeria",BBNaija WCShowmaxPro BAT2023 Qatar2022 FIFAWorldCup WorldcupQatar2022 doggy portable Chioma KeepWalkingNG hookup DontKillSoftDrinks OloyeLivesOn JohnnieWalkerNG
57,APC Chieftain: Tinubu will transform Nigerian politics if elected http   http,neutral,0.7083371877670288,Lagos,BolaTinubu Tinubu
58,The Oyo APC State Rally for Tinubu-Shettima and All Oyo State APC candidates at Oyo Alaafin today.   http,neutral,0.9328833222389221,worldwide,RenewedHope2023 BAT2023
59,Bola Tinubu to visit US and two European countries http   http,neutral,0.9167308807373047,Lagos,BolaTinubu Tinubu
60,"FLASHBACK TO WHEN TINUBU STARTED BUILDING THE MODERN LAGOS Road Upgrade Projects already done under this scheme: - Danmole Road V/I - Ligali Ayorinde V/I - Orofin road, Ajeromi Ifelodun - Adetokunbo Ademola street V/I (awarded to Eko Hotel   http",neutral,0.9072717428207397,Canada,BAT2023 TINUBU2023
61,"FLASHBACK TO WHEN TINUBU STARTED BUILDING THE MODERN LAGOS Road Upgrade Projects already done under this scheme: - Danmole Road V/I - Ligali Ayorinde V/I - Orofin road, Ajeromi Ifelodun - Adetokunbo Ademola street V/I (awarded to Eko Hotel   http",neutral,0.9072717428207397,Osogbo,BAT2023 TINUBU2023
62,Muna tare dake Mama Nigeria Aisha Muhammad Buhari. Alh Ahmad Asiwaju Tinubu mukai da Alkhairi.       http,neutral,0.8700389862060547,,APC BAT2023 MATAWALLE2023 ZAMFARAAHANNUNMATAWALLE TinubuShettima2023 NigeriaDecides2023
63,"Nigeria 2023 Election: Asiwaju Bola Ahmed Tinubu to speak on security, economy, and foreign policy imperatives at Chatham House.   http",neutral,0.8934276103973389,worldwide,RenewedHope2023 BAT2023
64, of the week 🇳🇬💜 Calabar for the incoming first lady Sen.Oluremi Tinubu      http,positive,0.6816428899765015,"Owerri,Lagos,Nigeria",PHOTO renewedhope BAT2023 ProgressiveMindset BatShettima ClinchkidMedia
65,@user On ur mandate we stand ,neutral,0.5601778030395508,"Lagos, Nigeria",BAT2023
66,"BREAKING Asiwaju Tinubu to embark on foreign trip, speaks on security, economy at Chatham House http   http",neutral,0.8910315632820129,worldwide,RenewedHope2023 BAT2023
67,Thank you @user Lagos will never forget your supports for @user @user  http,positive,0.9661396741867065,"Lagos, Nigeria",BAT2023
68,THE LORD OF HOST HAS SENT ME TO @user The lord spoke to me telling you to take a RETHINK on all of your actions and come back to him 🙏 That if you fail to do so all he has said inEZEKIEL 22 will be upon youwithout forgiveness too generation and generation  http,positive,0.543545126914978,,bat2023
69,The best Man to take Nigeria to the Next level   Video from the FLASHBACK Master 👉 @user,positive,0.9391630291938782,Abuja Nigeria,BAT2023 TINUBU2023
70,"Road Upgrade Projects already done under this scheme: - Danmole Road V/I - Ligali Ayorinde V/I - Orofin road, Ajeromi Ifelodun - Adetokunbo Ademola street V/I (awarded to Eko Hotel, 2005) ASIWAJU’s record with Private Sector didn’t start today.  ",neutral,0.7569243311882019,Abuja Nigeria,BAT2023 TINUBU2023
71,"FLASHBACK TO WHEN TINUBU STARTED BUILDING THE MODERN LAGOS Gov of Lagos, Asiwaju Bola Tinubu @user at the 2005 Budget Presentation to @user outlined the Road projects done with the ‘PIIP’ Scheme which involves the private sector.    http",neutral,0.8915677070617676,Abuja Nigeria,Thread BAT2023 TINUBU2023
72,"FLASHBACK: Governor of Lagos State, Sen Bola Tinubu @user commissioned Brand New Millennium Schools Abibatu Mogaji Senior Sec, Agege Bola Ige Millennium Senior Sec., Ajeromi; The Millennium Senior Secondary, Egbeda, Babs Fafunwa Millennium Secondary, Ojodu.  http",neutral,0.8932729363441467,"Kaduna, Nigeria",BAT2023
73,The Next president his Son and the First Lady. InshaAllah 🤲🏽  http,positive,0.5980355143547058,One Lungu Like that ,BAT2023
74,"Vote Asiwaju Bola Ahmed Tinubu. For more development and progress, SanwoOlu deserves a second term.  . http",positive,0.5258030295372009,,Bat2023 Sanwoagain
75,The Public Infrastructure Improvement Partnership (PIIP) template was also used by Governor @user to rehabilitate Chapel Street off Commercial Avenue in Yaba LCDA under the in conjunction with Custodian Investments.    http,neutral,0.8330196738243103,"Lagos, Nigeria",SanwoLekansi BAT2023 TINUBU2023
76,The Public Infrastructure Improvement Partnership (PIIP) template is exactly what Governor @user used to Upgrade the beautiful Network of Oniru roads in conjunction with @user &amp; Commissioned Sept 2020. Contractor: Planet Projects   http,positive,0.6523147225379944,"Lagos, Nigeria",BAT2023 BATKSM2023
77,"Road Upgrade Projects already done under this scheme: - Danmole Road V/I - Ligali Ayorinde V/I - Orofin road, Ajeromi Ifelodun - Adetokunbo Ademola street V/I (awarded to Eko Hotel, 2005) ASIWAJU’s record with Private Sector didn’t start today.  ",neutral,0.7569243311882019,"Lagos, Nigeria",BAT2023 TINUBU2023
78,"FLASHBACK: [08-12-2004]: Governor of Lagos State, Asiwaju Bola Ahmed Tinubu @user at the 2005 Budget Presentation to the House of Assembly @user outlined the Road projects done with the ‘PIIP’ Scheme which involves the private sector.   http",neutral,0.8915178775787354,"Lagos, Nigeria",BAT2023 TINUBU2023
79,New week more blessing.   http,positive,0.9650478363037109,worldwide,RenewedHop2023 BAT2023
80,"FOR SALE🏠 4 Bedroom Terrace Duplex 💰N75million 📍 Idado, Lekki Lagos                http",neutral,0.9154109358787537,"Lagos, Nigeria",BBNaija WCShowmaxPro BAT2023 Qatar2022 FIFAWorldCup WorldcupQatar2022 JumiaBlackFriday22 doggy portable Chioma ImACelebrity WorldCup2022 FIFAWorldCupQatar2022 2022WorldCup 7UpBeYou
81,Asiwaju Bola Tinubu’s reaction when a monarch made a mistake!  http,neutral,0.594844400882721,,ObiDatti2023 batified bolatinubu remitinubu
82,What an absolutely brilliant job from our learned SAN @user He dissected in detail and with facts the purported documents the PDP went to shop from the US court. It’s as dead as dodo. http  ,positive,0.3954380750656128,Virtual,BAT2023 RenewedHope2023
83,"Random visuals from Today's APC Presidential Campaign Mega Rally in Surulere,Lagos.    @user   http",neutral,0.9065419435501099,Planet Earth,BAT2023 Tinubu2023 Asiwaju2023 emilokan BATHOMECOMING
84,"@user Your clarity of thought and delivery is superb and I am proud of what Nigeria has to offer in the coming years. Clearly, time and space was not enough for you to go into so much more detail but you made your unassailable points. Well done.  @user @user",positive,0.9397776126861572,"Lagos, Nigeria",BAT2023
85,Without doubt Tinubu will WIN the 2023 Presidential Elections  ♾️♾️🇳🇬♾️♾️ http,positive,0.8334898948669434,,BAT2023
86,"Fuel scarcity is not good o, eligible voter is not happy today . My useful time is being spent to queue and search for fuel now.This affects movement and transportation cost is higher in Lagos . Our Government must do something about this .      http",negative,0.9085013270378113,"Lagos,Nigeria",Apc BAT BAT2023 Nigeria Tinubu
87,@user The love is magical💯 Massive turnout borne out of confidence and hope. ,positive,0.9754905700683594,"Lagos, Nigeria",BAT2023
88,"The @officialABAT/@KashimSM manifesto is fully concentrated around reorienting the mindset of Nigerians,making sure every Nigerian has a stake on creative ideas to move the country forward @user   http",neutral,0.5450592637062073,Lagos,ABATspaces BAT2023
89,"@user This campaign is a celebration of democracy. We are turning ours into a carnival.....the other party can languish in anger and despair,we we no care. ",neutral,0.4142370820045471,Lasgidi,BAT2023
90,Has  or @user PR team put out a disclaimer or press release to explain how 12-year old  became @user in the documentary? @user @user @user @user @user @user http,neutral,0.8541204333305359,Abuja | SaoPaulo,BAT2023 DonaldDuke
91,@user @user @user ,neutral,0.6372964978218079,DND📍 🔊,BAT2023
92,"""Great things happen nationally when topmost leadership is goaded and supported from below."" ""Example is not the main thing in influencing others, it is the only thing."" Yesterday @user gave The youths example at Teslim Balogun stadium Rally💪   http",positive,0.8374039530754089,Nigeria,RenewedHope2023 BAT2023
93,Without doubt Tinubu will WIN the 2023 Presidential  ♾️♾️🇳🇬♾️♾️ http,positive,0.8620526194572449,,BAT2023
94,I cried 😢 for the good people of osun. Never vote with anger. Same thing I will tell Nigerian. Vote  @user Never vote with anger. http,negative,0.6418769359588623,"Tyler, TX",BAT2023
95,At Bourdillon today.   http,neutral,0.8968065977096558,worldwide,RenewedHope2023 BAT2023
96,"From consumption to consumption, No production Come and arrest me, I want to be popular          http",neutral,0.5689100027084351,"Abuja, Nigeria",apc BAT2023 mikano pdp TinubuTheDrugDealer votewisely NigeriaDecides2023 NigeriaNews buhari
97,"Tinubu's Manifesto: Civic Hive lauds Commitment to Infrastructure, questions practicality and feasibility of ‘Renewed Hope 2023’ Document: http       ... http",neutral,0.7462485432624817,"Lagos, Nigeria",BolaAhmedTinubu BolaTinubu BudgIT CivicHive datatransparency Manifesto Nationa
98,""" Yam pepper scatter scatter "" Translate in your language I want to check something. . . . . . .               ",neutral,0.7635256052017212,near you,doggy olosho BAT2023 davido wizkid youngwhizzy ijobawestman portable FIFA23 bukayosaka sportybet bet9ja balablu bulabla pdapc
99,@user @user @user @user @user @user I have BAT caps for sale. Location: Maiduguri Can be safely delivered to you wherever you’re.  http,positive,0.5873088836669922,Nigeria,BAT2023
100,God bless her &amp; she shall witness the GREATNESS of Nigeria under President Bola Ahmed Tinubu 🤲🏽🤲🏽🤲🏽   http,positive,0.9551594853401184,Lagos,BAT2023 TinubuShettima2023
101,"See @user yet you aren't convinced @user is senile &amp; not ready to size up in a tech savvy generation. It is unfortunate, greedy patricians want to take advantage of ""Jemage's"" senility to enrich themselves at the detriment of the blind plebians promoting the  http",negative,0.9151880145072937,"Kaduna, Nigeria",BAT2023
102,"It is very unfortunate that some of my kinsmen are beginning to make me question their sanity, knowing I had warned same people on the reemergence of Buhari for a 2nd term in '19, har azzalumi aka kira ni. Now, the greedy patricians &amp; blind followers are up for  http",negative,0.911414384841919,"Kaduna, Nigeria",BAT2023
103,𝗚𝗯𝗮𝗷𝗮𝗯𝗶𝗮𝗺𝗶𝗹𝗮 𝗥𝗲𝘃𝗲𝗮𝗹𝘀 𝗪𝗵𝗲𝗿𝗲 𝗧𝗼 𝗚𝗲𝘁 𝗧𝗶𝗻𝘂𝗯𝘂’𝘀 𝗥𝗲𝗮𝗹 𝗔𝗴𝗲    http,neutral,0.8002099990844727,,BolaTinubu Gbajabiamila Tinubu
104,@user explains it succinctly. Nigeria is not a shop and we don't need a shop keeper who only understands warehouse economy to govern it.   http,negative,0.546265721321106,Lagos,TinubuShettima2023 BAT2023
105,@user @user If my grandpa is the best then I will vote him. ,positive,0.8860759139060974,,BAT2023
106,"@user No be juju to vote for the man that made your state uninhabitable? So that he will turn Nigeria to what Anambra is? God forbid! The only gratitude you will show to the man that made Lagos good for you to hide in is, vote him. He will also made Nigeria habitable. ",neutral,0.4520419239997864,Nigeria,BAT2023
107,  @user @user http,neutral,0.6685830950737,,ASIWAJUWEKNOW BAT2023
108,What a no-cap!!  http,negative,0.6582699418067932,,BAT2023
109,"Hahah 😂😭, this man don suffer 😂, from APV APC to this one 😭😂 Best caption for this? 😂😭  http",negative,0.615282416343689,,BAT2023
110,THANK YOU LAGOS STATE  rally in Lagos 26th/11/2023 http,positive,0.7936806678771973,,bat2023
111,What else is fake about Bola Tinubu?   http,negative,0.750101625919342,,Jagaban BolaTinubu
112,"In my humble opinion, the worst mistake Nigerians would ever make in their life is voting  , because I think the hardest job now in Nigeria is leading Nigeria.  is too old and terribly weak for the job, hence his decision making capacity",negative,0.9524170160293579,B.U.K Staff Quarters,TinubuShettima2023 APC BolaTinubu
113,"That moment KWAM 1 praises Asiwaju Bola Ahmed Tinubu, the incoming President of the Federal Republic of Nigeria 🇳🇬 💃🏻💃🏻🕺🏻🕺🏻💃🏻💃🏻🕺🏻🕺🏻       http",neutral,0.5927656888961792,Nigeria,BAT2023 BATHomeComing LagosAPCRally TINUBU4PRESIDENT TINUBUSHETTIMA OGBENI4BATKSM2023
114,He incoming President Federal Republic of Nigeria   http,neutral,0.8684248328208923,"Lagos, Nigeria",BATHomeComing BAT2023
115,My response to an Obidient in my work place chat group who posted a quote that is applicable to him. @user @user @user @user @user @user  http,neutral,0.8479785919189453,"Lagos, Nigeria",BAT2023
116,"Dear , watch your most qualified candidate,  sleeping on the campaign ground yesterday in Lagos. Let the  in Nigeria see this for themselves. , be wise!   http",neutral,0.5584426522254944,Austria,AdamuGarba BolaTinubu NorthernElders Nigerians NigeriaDecides 2023
117,"FOR SALE🏠 5 Bedroom Fully Detached Duplex With Rooftop Terrace, Swimming Pool &amp; Bq 💰N400million 📍Lekki Phase 1, Lekki Lagos              http",neutral,0.9224687814712524,"Lagos, Nigeria",BBNaija WCShowmaxPro BAT2023 Qatar2022 FIFAWorldCup WorldcupQatar2022 JumiaBlackFriday22 doggy portable Messi𓃵 FRADAN TUNAUS FRADEN
118,@user The love is wicked.... @user to the world...  is the destination....   ,neutral,0.5183248519897461,Republic of Nigeria,AsoRock IseOluwaNi BAT2023 Emilokan
119," watch  sleeping during his campaign in Lagos yesterday. You cant compare  with . Tinubu should be resting, we understand he is old and sick.  Link:https://t.co/CGrdQdEJRp http",negative,0.6387598514556885,Austria,Obidients Tinubu BolaTinubu PeterObi NigeriaDecides2023
120,@user Ogbeni go collect nomination form na! Wahala e po oo. ,neutral,0.851330578327179,,BAT2023
121,Who do you think the woman will vote for from the look on her face? Aisha Buhari | Ochoa |  || |  | Obidients |  PeterObi | Lagos   http,neutral,0.8906531929969788,PD-APC HAS FAILED NIGERIANS,AtikuOkowa BAT2023 RCCG GOAT PeterObi4President2023 mexicoargentina OneMillionCrimesOfAPC
122,What's this again ???        http,neutral,0.5172334909439087,Port Harcourt,ObiDatti023 BAT2023 PeterObi4President2023 AGBADOVOLUTION 2023Elections PeterObiForPresident2023 ObiDatti023
123,Well Done and thank you for all you do for the success of Asiwaju Bola Ahmed Tinubu.   http,positive,0.9377985596656799,Somewhere around the world,RenewedHope2023 BAT2023
124,"@user Let him call it MBA, we go vote for am and the reason is simple: we could see his brilliant achievements without him having to LIE!  is a will of almighty God and there is nothing you can do to stop it.",positive,0.6851862072944641,,BAT2023
125,YESTERDAY IN CALABAR FOR THE SOUTH-SOUTH WOMEN &amp;YOUTH RALLY. @user @user @user   http,neutral,0.663011372089386,"Anambra, Nigeria",BAT2023 Batgirl
126,BATIFIED 💯 @user @user   http,neutral,0.7189146280288696,Nigeria,BAT2023 RenewedHope2023
127,Hon. Desmond Olusola Elliot @user and the small Remi Savage at the Official Lagos Flag off Presidential Campaign Rally held at the Teslim Balogun Stadium.   http,neutral,0.9267406463623047,"Lagos, 🆖",RenewedHope2023 BAT2023
128,"@user @user @user No matter how much a fish wiggles its fins, it can not outsmart an old broom in front of a ""mọsalasi""   http",negative,0.5993782877922058,Online,PeterObi BAT2023
129,"@user Kudos to everyone that came out... Ruger said.... See, I'm ahead of them, Asiwaju!!! See, omo na me dey lead, Asiwaju!!!! If you have not listen to that song by Ruger  go and download it now.",positive,0.6529337167739868,Next door,BAT2023 Asiwaju
130,  http,neutral,0.514354407787323,"Lagos, Nigeria",RenewedHope2023 BAT2023
131,"Tinubu &amp; Wasiu Ayinde, a perfect match made in heaven.  ",positive,0.9418017268180847,United States,BAT2023 Cityboy
132,"It's Tinubu's asking ""Do you love me?"" as part of his campaign speech for me tho😂 Let's not even regard the Apv APC part💀   ",negative,0.5011897683143616,,BAT2023 Tinubu apvapc
133,@user Asiwaju Bola Tinubu don win make them no do election again 😂😂😂😂 ,neutral,0.48953911662101746,"Lagos, Nigeria",BAT2023
134,APC South-South Women Rally in Cross River State today proved that Cross River State is Batified.   http,neutral,0.6584854125976562,"Calabar, Nigeria",BAT2023 BATKSM2023
